100Cd  100   48   34   12    8    2   12.334782    4.771084
  1   0.000000   0.0  1  -1.00E+00  0 0                      0+  0                      
  2   1.004110   2.0  1   0.00E+00  1 0                      2+  0                      
                                          1      1.004  1.000E+00  1.000E+00  0.000E+00
  3   1.798970   4.0  1   0.00E+00  1 0                    (4+)  0                      
                                          2      0.795  1.000E+00  1.000E+00  0.000E+00
  4   2.046160   4.0  1   0.00E+00  1 0                    (4+)  0                      
                                          2      1.042  1.000E+00  1.000E+00  0.000E+00
  5   2.095630   6.0  1   0.00E+00  1 0                    (6+)  0                      
                                          3      0.297  1.000E+00  1.000E+00  0.000E+00
  6   2.458180   6.0  1   0.00E+00  3 0                    (6+)  0                      
                                          5      0.363  5.597E-01  5.597E-01  0.000E+00
                                          4      0.412  1.761E-01  1.761E-01  0.000E+00
                                          3      0.658  2.642E-01  2.642E-01  0.000E+00
  7   2.548430   8.0  1   0.00E+00  2 0                    (8+)  0                      
                                          6      0.091  4.003E-02  1.249E-01  2.120E+00
                                          5      0.453  8.751E-01  8.751E-01  0.000E+00
  8   3.164160   4.0  1   0.00E+00  2 1               (4+,5,6+)  0                      
                                          5      1.069  5.370E-01  5.370E-01  0.000E+00
                                          3      1.365  4.630E-01  4.630E-01  0.000E+00
  9   3.199700   8.0  1   0.00E+00  1 0                    (8+)  0                      
                                          5      1.104  1.000E+00  1.000E+00  0.000E+00
 10   3.600000  -1.0  0   0.00E+00  0 0                          0                      
 11   3.800000  -1.0  0   0.00E+00  0 0                          0                      
 12   4.000000  -1.0  0   0.00E+00  0 0                          0                      
 13   4.200000  -1.0  0   0.00E+00  0 0                          0                      
 14   4.400000  -1.0  0   0.00E+00  0 0                          0                      
 15   4.600000  -1.0  0   0.00E+00  0 0                          0                      
 16   4.800000  -1.0  0   0.00E+00  0 0                          0                      
 17   5.000000  -1.0  0   0.00E+00  0 0                          0                      
 18   5.200000  -1.0  0   0.00E+00  0 0                          0                      
 19   5.400000  -1.0  0   0.00E+00  0 0                          0                      
 20   5.600000  -1.0  0   0.00E+00  0 0                          0                      
 21   5.800000  -1.0  0   0.00E+00  0 0                          0                      
 22   6.000000  -1.0  0   0.00E+00  0 0                          0                      
 23   6.200000  -1.0  0   0.00E+00  0 0                          0                      
 24   6.400000  -1.0  0   0.00E+00  0 0                          0                      
 25   6.600000  -1.0  0   0.00E+00  0 0                          0                      
 26   6.800000  -1.0  0   0.00E+00  0 0                          0                      
 27   7.000000  -1.0  0   0.00E+00  0 0                          0                      
 28   7.200000  -1.0  0   0.00E+00  0 0                          0                      
 29   7.400000  -1.0  0   0.00E+00  0 0                          0                      
 30   7.600000  -1.0  0   0.00E+00  0 0                          0                      
 31   7.800000  -1.0  0   0.00E+00  0 0                          0                      
 32   8.000000  -1.0  0   0.00E+00  0 0                          0                      
 33   8.200000  -1.0  0   0.00E+00  0 0                          0                      
 34   8.400000  -1.0  0   0.00E+00  0 0                          0                      
