 92Ru   92   44    2    1    1    1   14.132696    5.603525
  1   0.000000   0.0  1  -1.00E+00  0 0                      0+  0                      
  2   0.865700   2.0  1   0.00E+00  1 0                    (2+)  0                      
                                          1      0.866  1.000E+00  1.000E+00  0.000E+00
