173Os  173   76    5    4    4    2    8.265928    3.160383
  1   0.000000   2.5 -1   2.24E+01  0 0                    5/2-  0                      
  2   0.091800   3.5 -1   0.00E+00  1 0                    7/2-  0                      
                                          1      0.092  1.198E-01  1.000E+00  7.350E+00
  3   0.141400   4.5  1   2.80E-08  1 0                  (9/2+)  0                      
                                          2      0.050  6.588E-01  1.000E+00  5.180E-01
  4   0.219400   4.5 -1   0.00E+00  1 0                    9/2-  0                      
                                          2      0.128  3.030E-01  1.000E+00  2.300E+00
  5   0.386700   5.5 -1   0.00E+00  1 0                   11/2-  0                      
                                          2      0.295  9.115E-01  1.000E+00  9.710E-02
