 172W  172   74    4    3    3    4   10.082414    4.665884
  1   0.000000   0.0  1  -1.00E+00  0 0                      0+  0                      
  2   0.123300   2.0  1   0.00E+00  1 0                      2+  0                      
                                          1      0.123  3.597E-01  1.000E+00  1.780E+00
  3   0.377100   4.0  1   0.00E+00  1 0                      4+  0                      
                                          2      0.254  8.749E-01  1.000E+00  1.430E-01
  4   0.727500   6.0  1   0.00E+00  1 0                      6+  0                      
                                          3      0.350  9.488E-01  1.000E+00  5.400E-02
