 50Co   50   27    2    0    0    0   15.881000    0.127644
  1   0.170000  -1.0  0  -1.00E+00  0 0                          0                      
  2   4.835000   0.0  1   0.00E+00  0 0                    (0)+  1 =    100.0000 %P     
