 23Al   23   13    7    0    0    1   19.525000    0.140914
  1   0.000000   2.5  1   4.46E-01  0 0                    5/2+  0                      
  2   1.475000   1.5  1   0.00E+00  0 0                  (3/2)+  1 AP   100.0000 %      
  3   3.166000   1.5  1   0.00E+00  0 0                  (3/2)+  1 AP   100.0000 %      
  4   3.745000   2.5  1   0.00E+00  0 0                  (5/2)+  1 AP   100.0000 %      
  5   4.156000   3.5  1   0.00E+00  0 0                  (7/2)+  1 AP   100.0000 %      
  6   5.134000  -1.0  0   0.00E+00  0 0                          1 AP   100.0000 %      
  7  11.832000   2.5  1   0.00E+00  0 0                  (5/2)+  0                      
