154Yb  154   70    5    4    4    1   10.844000    3.248454
  1   0.000000   0.0  1   4.09E-01  0 0                      0+  0                      
  2   0.821300   2.0  1   0.00E+00  1 0                    (2+)  0                      
                                          1      0.821  9.944E-01  1.000E+00  5.600E-03
  3   1.516000   4.0  1   0.00E+00  1 0                    (4+)  0                      
                                          2      0.695  9.920E-01  1.000E+00  8.100E-03
  4   1.949600   6.0  1   0.00E+00  1 0                    (6+)  0                      
                                          3      0.434  9.748E-01  1.000E+00  2.590E-02
  5   2.046200   8.0  1   2.80E-08  1 0                    (8+)  0                      
                                          4      0.097  2.141E-01  1.000E+00  3.670E+00
