 67As   67   33    2    1    1    0   12.633467    2.269162
  1   0.000000   2.5 -1   4.25E+01  0 0                  (5/2-)  0                      
  2   0.352000  -1.0  0   0.00E+00  1 0                          0                      
                                          1      0.352  0.000E+00  0.000E+00  0.000E+00
