 89Tc   89   43    5    4    4    0   13.795873    1.997275
  1   0.000000   4.5  1  -1.00E+00  0 0                  (9/2+)  0                      
  2   0.179200   3.5  1   0.00E+00  1 0                  (7/2+)  0                      
                                          1      0.179  9.463E-01  1.000E+00  5.670E-02
  3   0.401600   2.5  1   0.00E+00  1 0                  (5/2+)  0                      
                                          1      0.402  1.000E+00  1.000E+00  0.000E+00
  4   1.014600   3.5  1   0.00E+00  1 0                  (7/2+)  0                      
                                          2      0.835  1.000E+00  1.000E+00  0.000E+00
  5   1.518200   2.5  1   0.00E+00  1 0                  (5/2+)  0                      
                                          2      1.339  1.000E+00  1.000E+00  0.000E+00
