 48Mn   48   25   12    3    3    1   14.801586    2.022522
  1   0.000000   4.0  1  -1.00E+00  0 0                      4+  0                      
  2   0.313300   2.0  1   0.00E+00  1 0                    (2+)  0                      
                                          1      0.313  1.000E+00  1.000E+00  0.000E+00
  3   0.403200   1.0  1   0.00E+00  1 0                      1+  0                      
                                          2      0.090  9.615E-01  1.000E+00  4.000E-02
  4   3.036800   0.0  1   0.00E+00  1 0                      0+  1 =     14.0000 %P     
                                          3      2.634  1.000E+00  1.000E+00  0.000E+00
  5   3.204000   1.0  1   0.00E+00  0 0                      1+  1 =    100.0000 %P     
  6   3.495000   1.0  1   0.00E+00  0 0                      1+  1 =    100.0000 %P     
  7   3.619000   1.0  1   0.00E+00  0 0                      1+  1 =    100.0000 %P     
  8   3.713000   1.0  1   0.00E+00  0 0                      1+  1 =    100.0000 %P     
  9   4.299000   1.0  1   0.00E+00  0 0                      1+  1 =    100.0000 %P     
 10   4.399000   1.0  1   0.00E+00  0 0                      1+  1 =    100.0000 %P     
 11   4.517000   1.0  1   0.00E+00  0 0                      1+  1 =    100.0000 %P     
 12   4.755000   1.0  1   0.00E+00  0 0                      1+  1 =    100.0000 %P     
