 95Ru   95   44    5    4    4    2    8.945475    6.588398
  1   0.000000   2.5  1   5.91E+03  0 0                    5/2+  0                      
  2   0.787700   0.5  1   0.00E+00  1 0                    1/2+  0                      
                                          1      0.788  1.000E+00  1.000E+00  0.000E+00
  3   3.186300   1.5 -1   0.00E+00  1 0                  (3/2)-  0                      
                                          1      3.186  1.000E+00  1.000E+00  0.000E+00
  4   3.407200   1.5 -1   0.00E+00  1 0                  (3/2)-  0                      
                                          1      3.407  1.000E+00  1.000E+00  0.000E+00
  5   3.824500   1.5 -1   0.00E+00  1 0                  (3/2)-  0                      
                                          1      3.824  1.000E+00  1.000E+00  0.000E+00
