 52Fe   52   26    5    4    4    5   16.214228    7.377841
  1   0.000000   0.0  1   2.98E+04  0 0                      0+  0                      
  2   0.849440   2.0  1   0.00E+00  1 0                      2+  0                      
                                          1      0.849  1.000E+00  1.000E+00  0.000E+00
  3   2.384730   4.0  1   0.00E+00  1 0                      4+  0                      
                                          2      1.535  1.000E+00  1.000E+00  0.000E+00
  4   4.326400   6.0  1   0.00E+00  1 0                      6+  0                      
                                          3      1.942  1.000E+00  1.000E+00  0.000E+00
  5   5.655400   6.0  1   0.00E+00  1 0                      6+  0                      
                                          4      1.329  1.000E+00  1.000E+00  0.000E+00
