149Ho  149   67   10    5    3    0   11.726005    1.075428
  1   0.048800   0.5  1   5.60E+01  0 0                  (1/2+)  1 =    100.0000 %EC+%B+
  2   0.220300   1.5  1   0.00E+00  1 0                  (3/2+)  0                      
                                          1      0.172  6.386E-01  1.000E+00  5.660E-01
  3   0.564200   2.5  1   0.00E+00  1 0                  (5/2+)  0                      
                                          2      0.344  9.214E-01  1.000E+00  8.530E-02
  4   1.797400   1.5  1   0.00E+00  3 0                  (3/2+)  0                      
                                          3      1.233  4.167E-02  4.167E-02  0.000E+00
                                          2      1.578  2.083E-01  2.083E-01  0.000E+00
                                          1      1.748  7.500E-01  7.500E-01  0.000E+00
  5   3.790000   0.5  0   0.00E+00  0 1               (1/2,3/2)  0                      
  6   3.990000   0.5  0   0.00E+00  0 1               (1/2,3/2)  0                      
  7   4.240000   0.5  0   0.00E+00  0 1               (1/2,3/2)  0                      
  8   4.470000   0.5  0   0.00E+00  0 1               (1/2,3/2)  0                      
  9   4.970000   0.5  0   0.00E+00  0 1               (1/2,3/2)  0                      
 10   5.050000   0.5  0   0.00E+00  0 1               (1/2,3/2)  0                      
