248Cm  248   96    2    1    1    2    6.211676    7.049000
  1   0.000000   0.0  1  -1.00E+00  0 0                      0+  0                      
  2   0.043399   2.0  1   0.00E+00  1 0                      2+  0                      
                                          1      0.043  0.000E+00  0.000E+00  1.000E+03
