 33Cl   33   17   48    3    2    3   15.739952    2.276774
  1   0.000000   1.5  1   2.51E+00  0 0                    3/2+  0                      
  2   0.810630   0.5  1   0.00E+00  1 0                    1/2+  0                      
                                          1      0.811  1.000E+00  1.000E+00  0.000E+00
  3   2.352300   1.5  1   0.00E+00  2 0                    3/2+  0                      
                                          2      1.542  5.882E-01  5.882E-01  0.000E+00
                                          1      2.352  4.118E-01  4.118E-01  0.000E+00
  4   3.971000   1.5  1   0.00E+00  0 0                    3/2+  0                      
  5   4.113000   1.5  1   0.00E+00  0 0                  3/2(+)  0                      
  6   4.441000   0.5  1   0.00E+00  0 0                    1/2+  0                      
  7   4.466000   1.5  1   0.00E+00  0 0                    3/2+  0                      
  8   4.835000   1.5  1   0.00E+00  0 0                    3/2+  0                      
  9   5.106000   1.5  1   0.00E+00  0 0                    3/2+  0                      
 10   5.300000   1.5  1   0.00E+00  0 0                  (3/2)+  0                      
 11   5.548000   0.5  1   0.00E+00  0 0                    1/2+  0                      
 12   5.732000   0.5  1   0.00E+00  0 0                    1/2+  0                      
 13   5.869000   0.5  1   0.00E+00  0 1               1/2+,3/2+  0                      
 14   6.255000   0.5  1   0.00E+00  0 0                    1/2+  0                      
 15   6.314000   0.5  0   0.00E+00  0 1                 1/2,3/2  0                      
 16   6.593000   0.5  0   0.00E+00  0 1                 1/2,3/2  0                      
 17   6.949000   0.5  1   0.00E+00  0 1               1/2+,3/2+  0                      
 18   7.142000   0.5  0   0.00E+00  0 1                 1/2,3/2  0                      
 19   7.289000   1.5  1   0.00E+00  0 0                  (3/2)+  0                      
 20   7.404000   0.5  0   0.00E+00  0 1                 1/2,3/2  0                      
 21   7.482000   0.5  1   0.00E+00  0 0                    1/2+  0                      
 22   7.540000   0.5  1   0.00E+00  0 1               1/2+,3/2+  0                      
 23   7.551000   0.5  1   0.00E+00  0 1               1/2+,3/2+  0                      
 24   7.667000   0.5  1   0.00E+00  0 1               1/2+,3/2+  0                      
 25   7.765000   0.5  1   0.00E+00  0 0                  (1/2)+  0                      
 26   8.077000   0.5  1   0.00E+00  0 1               1/2+,3/2+  0                      
 27   8.130000   0.5  1   0.00E+00  0 1               1/2+,3/2+  0                      
 28   8.183000   0.5  1   0.00E+00  0 0                  (1/2)+  0                      
 29   8.316000   0.5  1   0.00E+00  0 1               1/2+,3/2+  0                      
 30   8.490000   0.5  1   0.00E+00  0 0                  (1/2)+  0                      
 31   8.558000   1.5  1   0.00E+00  0 0                  (3/2)+  0                      
 32   8.813000   0.5  0   0.00E+00  0 1                 1/2,3/2  0                      
 33   8.849000   0.5  1   0.00E+00  0 1               1/2+,3/2+  0                      
 34   8.864000  -1.0  0   0.00E+00  0 0                          0                      
 35   8.964000   0.5  1   0.00E+00  0 0                  (1/2)+  0                      
 36   9.117000   1.5  1   0.00E+00  0 0                  (3/2)+  0                      
 37   9.154000   1.5  1   0.00E+00  0 0                  (3/2)+  0                      
 38   9.193000   0.5  1   0.00E+00  0 1               1/2+,3/2+  0                      
 39   9.350000  -1.0  0   0.00E+00  0 0                          0                      
 40   9.450000  -1.0  0   0.00E+00  0 0                          0                      
 41   9.550000  -1.0  0   0.00E+00  0 0                          0                      
 42   9.583000   0.5  1   0.00E+00  0 1               1/2+,3/2+  0                      
 43   9.650000  -1.0  0   0.00E+00  0 0                          0                      
 44   9.750000  -1.0  0   0.00E+00  0 0                          0                      
 45   9.850000  -1.0  0   0.00E+00  0 0                          0                      
 46   9.950000  -1.0  0   0.00E+00  0 0                          0                      
 47  10.250000  -1.0  0   0.00E+00  0 0                          0                      
 48  11.000000  -1.0  0   0.00E+00  0 0                          0                      
