205Pb  205   82   28  133   27   14    6.731665    6.713063
  1   0.000000   2.5 -1   5.36E+14  0 0                    5/2-  0                      
  2   0.002329   0.5 -1   2.42E-05  1 0                    1/2-  0                      
                                          1      0.002  2.660E-08  1.000E+00  3.760E+07
  3   0.262810   1.5 -1   0.00E+00  2 0                    3/2-  0                      
                                          2      0.261  4.626E-01  7.512E-01  6.240E-01
                                          1      0.263  1.546E-01  2.488E-01  6.090E-01
  4   0.576210   1.5 -1   0.00E+00  3 0                    3/2-  0                      
                                          3      0.313  3.775E-02  5.020E-02  3.300E-01
                                          2      0.574  6.863E-01  7.268E-01  5.900E-02
                                          1      0.576  2.076E-01  2.230E-01  7.420E-02
  5   0.703440   3.5 -1   0.00E+00  2 0                    7/2-  0                      
                                          4      0.127  9.857E-05  3.302E-04  2.350E+00
                                          1      0.703  9.857E-01  9.997E-01  1.420E-02
  6   0.761430   2.5 -1   0.00E+00  4 0                    5/2-  0                      
                                          4      0.185  4.545E-02  1.173E-01  1.580E+00
                                          3      0.498  4.470E-02  4.877E-02  9.100E-02
                                          2      0.759  4.962E-01  5.020E-01  1.159E-02
                                          1      0.761  3.278E-01  3.320E-01  1.280E-02
  7   0.987620   4.5 -1   0.00E+00  2 0                    9/2-  0                      
                                          5      0.284  9.040E-02  1.320E-01  4.600E-01
                                          1      0.988  8.621E-01  8.680E-01  6.820E-03
  8   1.013840   6.5  1   5.55E-03  3 0                   13/2+  0                      
                                          7      0.026  8.599E-05  9.839E-01  1.144E+04
                                          5      0.310  7.409E-03  1.147E-02  5.480E-01
                                          1      1.014  4.079E-03  4.681E-03  1.475E-01
  9   1.043720   3.5 -1   0.00E+00  3 0                    7/2-  0                      
                                          6      0.282  4.822E-02  7.089E-02  4.700E-01
                                          3      0.781  6.477E-02  6.548E-02  1.093E-02
                                          1      1.044  8.501E-01  8.636E-01  1.593E-02
 10   1.264730   2.5 -1   0.00E+00  8 0                    5/2-  0                      
                                          9      0.221  3.710E-02  6.864E-02  8.500E-01
                                          7      0.277  1.855E-02  2.127E-02  1.468E-01
                                          6      0.503  9.276E-03  1.026E-02  1.060E-01
                                          5      0.561  6.307E-02  6.809E-02  7.960E-02
                                          4      0.689  2.708E-01  2.773E-01  2.400E-02
                                          3      1.002  3.265E-01  3.307E-01  1.300E-02
                                          2      1.262  7.346E-02  7.378E-02  4.280E-03
                                          1      1.265  1.484E-01  1.499E-01  9.770E-03
 11   1.499140   4.5 -1   0.00E+00  3 0                    9/2-  0                      
                                          7      0.511  6.814E-01  7.482E-01  9.800E-02
