  35K   35   19   18    0    0    0   18.024000    0.083572
  1   0.000000   1.5  1   1.78E-01  0 0                  (3/2)+  0                      
  2   1.553000  -1.0  0   0.00E+00  0 0                          0                      
  3   3.783000  -1.0  0   0.00E+00  0 0                          0                      
  4   4.020000  -1.0  0   0.00E+00  0 0                          0                      
  5   4.523000  -1.0  0   0.00E+00  0 0                          0                      
  6   4.790000  -1.0  0   0.00E+00  0 0                          0                      
  7   4.983000  -1.0  0   0.00E+00  0 0                          0                      
  8   5.251000  -1.0  0   0.00E+00  0 0                          0                      
  9   5.495000  -1.0  0   0.00E+00  0 0                          0                      
 10   5.536000  -1.0  0   0.00E+00  0 0                          0                      
 11   5.713000  -1.0  0   0.00E+00  0 0                          0                      
 12   5.718000  -1.0  0   0.00E+00  0 0                          0                      
 13   5.867000  -1.0  0   0.00E+00  0 0                          0                      
 14   6.092000  -1.0  0   0.00E+00  0 0                          0                      
 15   6.301000  -1.0  0   0.00E+00  0 0                          0                      
 16   6.336000  -1.0  0   0.00E+00  0 0                          0                      
 17   7.816000  -1.0  0   0.00E+00  0 0                          0                      
 18   9.169000  -1.0  0   0.00E+00  0 0                          0                      
