144La  144   57   26   91   25    0    4.749510    8.201426
  1   0.000000   3.0 -1   4.08E+01  0 0                    (3-)  0                      
  2   0.016231   4.0 -1   0.00E+00  1 0                    (4-)  0                      
                                          1      0.016  2.513E-02  1.000E+00  3.880E+01
  3   0.103855   2.0 -1   0.00E+00  1 0                    (2-)  0                      
                                          1      0.104  4.167E-01  1.000E+00  1.400E+00
  4   0.172830   2.0 -1   0.00E+00  3 0                    (2-)  0                      
                                          3      0.069  6.342E-02  6.342E-02  0.000E+00
                                          2      0.157  3.464E-01  4.898E-01  4.140E-01
                                          1      0.173  3.518E-01  4.467E-01  2.700E-01
  5   0.181840   3.0 -1   0.00E+00  2 0                    (3-)  0                      
                                          4      0.009  5.391E-03  5.391E-03  0.000E+00
                                          1      0.182  8.086E-01  9.946E-01  2.300E-01
  6   0.185681   1.0 -1   0.00E+00  2 0                    (1-)  0                      
                                          3      0.082  9.841E-01  9.841E-01  0.000E+00
                                          1      0.186  1.292E-02  1.589E-02  2.300E-01
  7   0.215167   1.0 -1   0.00E+00  4 0                    (1-)  0                      
                                          6      0.029  3.025E-02  3.025E-02  0.000E+00
                                          4      0.042  1.875E-01  1.875E-01  0.000E+00
                                          3      0.111  7.499E-01  7.499E-01  0.000E+00
                                          1      0.215  2.836E-02  3.233E-02  1.400E-01
  8   0.294720   2.0 -1   0.00E+00  3 1                 (2-,1-)  0                      
                                          6      0.109  1.818E-01  1.818E-01  0.000E+00
                                          3      0.191  2.106E-01  2.106E-01  0.000E+00
                                          1      0.295  5.770E-01  6.076E-01  5.300E-02
  9   0.300680   0.0 -1   0.00E+00  1 0                    (0-)  0                      
                                          6      0.115  5.000E-01  1.000E+00  1.000E+00
 10   0.311483  -1.0  0   0.00E+00  2 0                          0                      
                                          4      0.139  4.181E-01  4.181E-01  0.000E+00
                                          3      0.208  5.819E-01  5.819E-01  0.000E+00
 11   0.382940   1.0 -1   0.00E+00  5 1                 (1-,2-)  0                      
                                         10      0.071  1.245E-01  1.245E-01  0.000E+00
                                          7      0.168  2.490E-01  2.490E-01  0.000E+00
                                          6      0.197  1.686E-01  1.686E-01  0.000E+00
                                          4      0.210  1.226E-01  1.226E-01  0.000E+00
                                          1      0.383  3.352E-01  3.352E-01  0.000E+00
 12   0.401230   2.0 -1   0.00E+00  4 0                    (2-)  0                      
                                          6      0.215  2.529E-02  2.529E-02  0.000E+00
                                          5      0.219  2.741E-01  2.741E-01  0.000E+00
                                          4      0.228  4.641E-01  4.641E-01  0.000E+00
                                          1      0.401  2.365E-01  2.365E-01  0.000E+00
 13   0.474570   1.0 -1   0.00E+00  3 0                    (1-)  0                      
                                         10      0.163  1.408E-01  1.408E-01  0.000E+00
                                          7      0.259  7.155E-01  7.155E-01  0.000E+00
                                          6      0.289  1.437E-01  1.437E-01  0.000E+00
 14   0.475470   1.0 -1   0.00E+00  8 0                    (1-)  0                      
                                         12      0.074  3.156E-02  3.156E-02  0.000E+00
                                         11      0.093  8.115E-03  8.115E-03  0.000E+00
                                          8      0.181  8.115E-02  8.115E-02  0.000E+00
                                          7      0.260  2.705E-01  2.705E-01  0.000E+00
                                          6      0.290  2.885E-01  2.885E-01  0.000E+00
                                          5      0.294  1.984E-01  1.984E-01  0.000E+00
                                          4      0.303  9.468E-02  9.468E-02  0.000E+00
                                          3      0.371  2.705E-02  2.705E-02  0.000E+00
 15   0.477450  -1.0  0   0.00E+00  3 0                          0                      
                                         10      0.166  3.614E-01  3.614E-01  0.000E+00
                                          6      0.292  2.711E-01  2.711E-01  0.000E+00
                                          4      0.305  3.675E-01  3.675E-01  0.000E+00
 16   0.549980  -1.0  0   0.00E+00  1 0                          0                      
                                          7      0.335  1.000E+00  1.000E+00  0.000E+00
 17   0.603370   1.0  1   0.00E+00  8 0                      1+  0                      
                                         12      0.202  3.178E-02  3.178E-02  0.000E+00
                                         10      0.292  6.010E-02  6.010E-02  0.000E+00
                                          9      0.303  6.546E-03  6.546E-03  0.000E+00
                                          8      0.309  4.166E-03  4.166E-03  0.000E+00
                                          7      0.388  3.446E-01  3.446E-01  0.000E+00
                                          6      0.418  7.974E-02  7.974E-02  0.000E+00
                                          4      0.430  4.677E-01  4.677E-01  0.000E+00
                                          3      0.500  5.356E-03  5.356E-03  0.000E+00
 18   0.655190  -1.0  0   0.00E+00  4 0                          0                      
                                          7      0.440  2.065E-01  2.065E-01  0.000E+00
                                          5      0.473  4.256E-01  4.256E-01  0.000E+00
                                          4      0.482  2.865E-01  2.865E-01  0.000E+00
                                          3      0.551  8.146E-02  8.146E-02  0.000E+00
 19   0.669880  -1.0  0   0.00E+00  2 0                          0                      
                                         17      0.067  6.792E-01  6.792E-01  0.000E+00
                                          4      0.497  3.208E-01  3.208E-01  0.000E+00
 20   0.740600  -1.0  0   0.00E+00  2 0                          0                      
                                         17      0.137  3.167E-01  3.167E-01  0.000E+00
                                          7      0.526  6.833E-01  6.833E-01  0.000E+00
 21   0.756190   1.0  1   0.00E+00 12 0                      1+  0                      
                                         18      0.101  3.539E-02  3.539E-02  0.000E+00
                                         17      0.153  5.484E-02  5.484E-02  0.000E+00
                                         16      0.206  1.319E-02  1.319E-02  0.000E+00
                                         13      0.281  9.533E-03  9.533E-03  0.000E+00
                                         12      0.355  3.774E-02  3.774E-02  0.000E+00
                                         11      0.373  9.271E-02  9.271E-02  0.000E+00
                                         10      0.445  1.946E-02  1.946E-02  0.000E+00
                                          9      0.456  8.161E-02  8.161E-02  0.000E+00
                                          7      0.541  2.899E-01  2.899E-01  0.000E+00
                                          6      0.571  1.946E-01  1.946E-01  0.000E+00
                                          4      0.583  1.580E-01  1.580E-01  0.000E+00
                                          3      0.652  1.306E-02  1.306E-02  0.000E+00
 22   0.990610   1.0  1   0.00E+00  8 0                      1+  0                      
                                         19      0.321  5.698E-02  5.698E-02  0.000E+00
                                         18      0.336  3.136E-02  3.136E-02  0.000E+00
                                         14      0.515  4.391E-01  4.391E-01  0.000E+00
                                         13      0.516  3.346E-01  3.346E-01  0.000E+00
                                         12      0.589  3.607E-02  3.607E-02  0.000E+00
                                         10      0.679  2.196E-02  2.196E-02  0.000E+00
                                          9      0.690  3.293E-02  3.293E-02  0.000E+00
                                          4      0.818  4.705E-02  4.705E-02  0.000E+00
 23   1.085820   1.0  1   0.00E+00  5 0                      1+  0                      
                                         18      0.430  1.304E-01  1.304E-01  0.000E+00
                                         11      0.703  3.370E-01  3.370E-01  0.000E+00
                                          9      0.785  3.180E-01  3.180E-01  0.000E+00
                                          8      0.791  1.354E-01  1.354E-01  0.000E+00
                                          7      0.871  7.924E-02  7.924E-02  0.000E+00
 24   1.117050  -1.0  0   0.00E+00  2 0                          0                      
                                         10      0.806  6.115E-01  6.115E-01  0.000E+00
                                          8      0.822  3.885E-01  3.885E-01  0.000E+00
 25   1.223860  -1.0  0   0.00E+00  3 0                          0                      
                                         22      0.233  2.541E-01  2.541E-01  0.000E+00
                                         21      0.468  5.630E-01  5.630E-01  0.000E+00
                                         16      0.674  1.829E-01  1.829E-01  0.000E+00
 26   1.240190  -1.0  0   0.00E+00  2 0                          0                      
