 63Fe   63   26    2    1    1    0    4.828891   14.400636
  1   0.000000   2.5 -1   6.10E+00  0 0                  (5/2-)  0                      
  2   0.356000  -1.0  0   0.00E+00  1 0                          0                      
                                          1      0.356  0.000E+00  0.000E+00  0.000E+00
