 62Fe   62   26    3    2    2    2    8.028872   14.424898
  1   0.000000   0.0  1  -1.00E+00  0 0                      0+  0                      
  2   0.877300   2.0  1   0.00E+00  1 0                      2+  0                      
                                          1      0.877  0.000E+00  0.000E+00  0.000E+00
  3   1.692300   0.0  1   0.00E+00  1 0                    (0+)  0                      
                                          2      0.815  0.000E+00  0.000E+00  0.000E+00
