248Cf  248   98    3    2    2    2    6.942760    5.540541
  1   0.000000   0.0  1  -1.00E+00  0 0                      0+  0                      
  2   0.041530   2.0  1   0.00E+00  1 0                      2+  0                      
                                          1      0.042  0.000E+00  0.000E+00  0.000E+00
  3   0.592200   2.0 -1   0.00E+00  1 0                    (2)-  0                      
                                          2      0.551  9.865E-01  1.000E+00  1.365E-02
