119Ag  119   47    5    4    3    0    7.163275   10.546372
  1   0.000000   3.5  1   2.10E+00  0 0                  (7/2+)  0                      
  2   0.000000   0.5 -1   6.00E+00  0 0                  (1/2-)  0                      
  3   0.130000   3.5  1   0.00E+00  1 1       (7/2+,9/2+,11/2+)  0                      
                                          1      0.130  7.194E-01  1.000E+00  3.900E-01
  4   0.256000   0.5  0   0.00E+00  1 1              (1/2,3/2-)  0                      
                                          1      0.257  1.000E+00  1.000E+00  0.000E+00
  5   0.326000   0.5  0   0.00E+00  2 1              (1/2,3/2-)  0                      
                                          4      0.070  1.539E-01  3.330E-01  1.163E+00
                                          1      0.326  6.670E-01  6.670E-01  0.000E+00
