 51Ca   51   20   19    1    1    0    4.814398   17.893428
  1   0.000000   1.5 -1   1.00E+01  0 0                  3/2(-)  0                      
  2   3.460000   3.5 -1   0.00E+00  1 0                  (7/2-)  0                      
                                          1      3.460  1.000E+00  1.000E+00  0.000E+00
  3   5.678000  -1.0  0   0.00E+00  0 0                          0                      
  4   6.684000  -1.0  0   0.00E+00  0 0                          0                      
  5   6.776000  -1.0  0   0.00E+00  0 0                          0                      
  6   7.060000  -1.0  0   0.00E+00  0 0                          0                      
  7   7.420000  -1.0  0   0.00E+00  0 0                          0                      
  8   8.110000  -1.0  0   0.00E+00  0 0                          0                      
  9   8.360000  -1.0  0   0.00E+00  0 0                          0                      
 10   8.620000  -1.0  0   0.00E+00  0 0                          0                      
 11   8.820000  -1.0  0   0.00E+00  0 0                          0                      
 12   9.050000  -1.0  0   0.00E+00  0 0                          0                      
 13   9.330000  -1.0  0   0.00E+00  0 0                          0                      
 14   9.590000  -1.0  0   0.00E+00  0 0                          0                      
 15   9.700000  -1.0  0   0.00E+00  0 0                          0                      
 16   9.820000  -1.0  0   0.00E+00  0 0                          0                      
 17  10.340000  -1.0  0   0.00E+00  0 0                          0                      
 18  10.670000  -1.0  0   0.00E+00  0 0                          0                      
 19  10.890000  -1.0  0   0.00E+00  0 0                          0                      
