 60Cr   60   24    2    1    1    2    6.863887   16.586854
  1   0.000000   0.0  1  -1.00E+00  0 0                      0+  0                      
  2   0.646000   2.0  1   0.00E+00  1 0                      2+  0                      
                                          1      0.646  0.000E+00  0.000E+00  0.000E+00
