  17F   17    9   16    2    2    2   16.794799    0.600268
  1   0.000000   2.5  1  -1.00E+00  0 0                    5/2+  0                      
  2   0.495330   0.5  1   0.00E+00  1 0                    1/2+  0                      
                                          1      0.495  1.000E+00  1.000E+00  0.000E+00
  3   3.104000   0.5 -1   0.00E+00  0 0                    1/2-  0                      
  4   4.640000   1.5 -1   0.00E+00  0 0                    3/2-  0                      
  5   5.488000   1.5 -1   0.00E+00  0 0                    3/2-  0                      
  6   6.037000   0.5 -1   0.00E+00  0 0                    1/2-  0                      
  7   8.075000   1.5 -1   0.00E+00  0 0                    3/2-  0                      
  8   8.200000   1.5 -1   0.00E+00  0 0                    3/2-  0                      
  9   8.436000   0.5 -1   0.00E+00  0 0                    1/2-  0                      
 10   8.825000   1.5 -1   0.00E+00  0 0                    3/2-  0                      
 11   9.450000   0.5 -1   0.00E+00  0 0                    1/2-  0                      
 12  10.030000   1.5 -1   0.00E+00  0 0                    3/2-  0                      
 13  10.660000   0.5 -1   0.00E+00  0 1              (1/2,3/2)-  0                      
 14  10.910000   0.5 -1   0.00E+00  0 0                    1/2-  0                      
 15  11.192900   0.5 -1   0.00E+00  1 0                    1/2-  0                      
                                          2     10.695  1.000E+00  1.000E+00  0.000E+00
 16  12.250000   1.5 -1   0.00E+00  0 0                    3/2-  0                      
