127Ba  127   56    3    2    2    2    8.219360    5.756243
  1   0.000000   0.5  1   7.62E+02  0 0                    1/2+  0                      
  2   0.056200   1.5  1   0.00E+00  1 0                    3/2+  0                      
                                          1      0.056  9.091E-02  1.000E+00  1.000E+01
  3   0.081200   2.5  1   0.00E+00  1 0                  (5/2)+  0                      
                                          2      0.025  1.075E-01  1.000E+00  8.300E+00
