251Es  251   99    7    2    1    1    6.785000    3.947760
  1   0.000000   1.5 -1  -1.00E+00  0 0                    3/2-  0                      
  2   0.008340   3.5  1   0.00E+00  0 0                  (7/2)+  0                      
  3   0.031700   2.5 -1   0.00E+00  0 0                    5/2-  0                      
  4   0.055850   4.5  1   0.00E+00  0 0                  (9/2)+  0                      
  5   0.076100   3.5 -1   0.00E+00  0 0                    7/2-  0                      
  6   0.461400   3.5 -1   0.00E+00  2 0                    7/2-  0                      
                                          4      0.405  4.286E-01  4.286E-01  0.000E+00
                                          2      0.453  5.714E-01  5.714E-01  0.000E+00
  7   0.513000   4.5 -1   0.00E+00  0 0                  (9/2-)  0                      
