279Ds  279  110    2    0    0    0    5.298000    4.032000
  1   0.000000  -1.0  0   2.16E-01  0 0                          2 =     12.5000 %A      =     88.5000 %SF    
  2   0.190000  -1.0  0   1.70E-01  0 0                          2 =    100.0000 %SF     LE    33.3000 %A     
