219At  219   85    5    4    4    0    5.775515    5.249601
  1   0.000000   4.5 -1   5.60E+01  0 0                  (9/2-)  0                      
  2   0.058900   3.5 -1   0.00E+00  1 0                  (7/2-)  0                      
                                          1      0.059  8.425E-02  1.000E+00  1.087E+01
  3   0.150900   2.5 -1   0.00E+00  1 0                  (5/2-)  0                      
                                          1      0.151  4.137E-01  1.000E+00  1.417E+00
  4   0.174000   1.5 -1   0.00E+00  1 0                  (3/2-)  0                      
                                          3      0.023  0.000E+00  0.000E+00  0.000E+00
  5   0.296200   1.5 -1   0.00E+00  1 0                  (3/2-)  0                      
                                          3      0.145  2.174E-01  1.000E+00  3.600E+00
