202At  202   85    3    1    1    0    7.876983    1.362911
  1   0.000000   2.0  1   1.84E+02  0 1                  (2,3)+  0                      
  2   0.000000   7.0  1   1.82E+02  0 0                    (7+)  0                      
  3   0.391700  10.0 -1   4.60E-01  1 0                   (10-)  0                      
                                          1      0.392  7.886E-01  1.000E+00  2.680E-01
