243Es  243   99    2    0    0    0    8.126000    1.929000
  1   0.000000   1.5 -1  -1.00E+00  0 0                  (3/2-)  0                      
  2   0.000000   0.5 -1   0.00E+00  0 0                  (1/2-)  0                      
