210Rn  210   86    5    4    4    5    8.735033    4.009962
  1   0.000000   0.0  1  -1.00E+00  0 0                      0+  0                      
  2   0.643700   2.0  1   0.00E+00  1 0                      2+  0                      
                                          1      0.644  0.000E+00  0.000E+00  0.000E+00
  3   1.461500   4.0  1   0.00E+00  1 0                      4+  0                      
                                          2      0.818  0.000E+00  0.000E+00  0.000E+00
  4   1.664500   6.0  1   0.00E+00  1 0                      6+  0                      
                                          3      0.203  0.000E+00  0.000E+00  0.000E+00
  5   1.709000   8.0  1   6.44E-07  1 0                      8+  0                      
                                          4      0.045  0.000E+00  0.000E+00  0.000E+00
