212Bi  212   83   11    7    6    0    4.330145    4.913902
  1   0.000000   1.0 -1  -1.00E+00  0 0                    1(-)  0                      
  2   0.115200   2.0 -1   0.00E+00  1 0                    2(-)  0                      
                                          1      0.115  1.282E-01  1.000E+00  6.800E+00
  3   0.196000  -1.0  0   0.00E+00  0 0                          0                      
  4   0.213100   3.0 -1   0.00E+00  1 0                    (3-)  0                      
                                          2      0.098  9.901E-02  1.000E+00  9.100E+00
  5   0.238632   0.0 -1   0.00E+00  0 0                    0(-)  0                      
  6   0.250700   4.0 -1   0.00E+00  1 0                    (4-)  0                      
                                          4      0.038  2.899E-02  1.000E+00  3.350E+01
  7   0.338000  -1.0  0   0.00E+00  0 0                          0                      
  8   0.415200   1.0 -1   0.00E+00  1 0                    1(-)  0                      
                                          2      0.300  6.831E-01  1.000E+00  4.640E-01
  9   0.417900  -1.0  0   0.00E+00  2 0                          0                      
                                          4      0.205  7.143E-02  7.143E-02  0.000E+00
                                          1      0.418  9.286E-01  9.286E-01  0.000E+00
 10   0.494500  -1.0  0   0.00E+00  1 0                          0                      
                                          2      0.379  1.000E+00  1.000E+00  0.000E+00
 11   0.573000  -1.0  0   0.00E+00  0 0                          0                      
