245Am  245   95   15    4    2    1    6.050036    5.194575
  1   0.000000   2.5  1   7.38E+03  0 0                    5/2+  0                      
  2   0.019300   3.5  1   0.00E+00  0 0                    7/2+  0                      
  3   0.028270   2.5 -1   0.00E+00  1 0                  (5/2-)  0                      
                                          1      0.028  2.105E-01  1.000E+00  3.750E+00
  4   0.047800   4.5  1   0.00E+00  0 0                  (9/2+)  0                      
  5   0.071100   3.5 -1   0.00E+00  0 0                  (7/2-)  0                      
  6   0.088400   5.5  1   0.00E+00  0 0                 (11/2+)  0                      
  7   0.124000   4.5 -1   0.00E+00  0 0                  (9/2-)  0                      
  8   0.134200   6.5  1   0.00E+00  0 0                 (13/2+)  0                      
  9   0.154500   1.5 -1   0.00E+00  0 0                  (3/2-)  0                      
 10   0.187000   2.5 -1   0.00E+00  0 0                  (5/2-)  0                      
 11   0.231700   3.5 -1   0.00E+00  0 0                  (7/2-)  0                      
 12   0.292700   4.5 -1   0.00E+00  0 0                  (9/2-)  0                      
 13   0.328300   3.5  1   0.00E+00  3 0                    7/2+  0                      
                                          4      0.280  3.807E-02  7.994E-02  1.100E+00
                                          2      0.308  9.136E-02  1.736E-01  9.000E-01
                                          1      0.327  4.035E-01  7.465E-01  8.500E-01
 14   0.397400   4.5  1   0.00E+00  0 0                    9/2+  0                      
 15   0.475600   5.5  1   0.00E+00  0 0                   11/2+  0                      
