247Fm  247  100    2    0    0    0    6.590000    3.435000
  1   0.000000   3.5  1   3.10E+01  0 0                  (7/2+)  2 =     64.0000 %A      =     36.0000 %EC+%B+
  2   0.045000   0.5  1   5.10E+00  0 0                  (1/2+)  2 =     12.0000 %IT     =     88.0000 %A     
